1 methyl 4 phenyl 1 2 3 6 tetrahydropyridine,0.3264
mptp,0.140099396
parlodel,0.236345608
mesna,0.132409829
3 4 methylenedioxyamphetamine,0.4182
mda,0.20530682600000003
methylenedioxyamphetamine,0.4182
tenamphetamine,0.4182
beta alanine,0.0
4 aminobenzoic acid,0.3987
acid para aminobenzoic,0.3987
p aminobenzoic acid,0.5732
paba,0.377275485
para aminobenzoic acid,0.3987
para aminobenzoic acid,0.5183
para aminobenzoic acid product,0.3987
paraaminobenzoic acid,0.3987
4 aminopyridine,0.044764742999999996
4 hydroxybutyrate,0.3791
gamma hydroxybutyrate,0.238229407
gamma hydroxybutyrate,0.3791
ghb,0.306520177
acid eicosapentaenoic,0.1845
eicosapentaenoic acid,0.26440953
timnodonic acid,0.1845
5 htp,0.52831198
5 hydroxy tryptophan,0.3732
5 hydroxytryptophan,0.3732
5 htp,0.260376495
5 hydroxy tryptophan,0.3846
5 hydroxytryptophan,0.184743162
oxitriptan,0.3732
aminocaproic acid,0.337152984
6 mercaptopurine,0.2579
6 mp,0.43744900600000003
6 mercaptopurine,0.22470982899999997
6 mp,0.228176495
6 thiopurine,0.2579
6mp,0.25721169
mercaptopurine,0.244989318
a fiber,0.5406
a fibers,0.63295
abbreviation,0.62953746
abbreviations,0.62953746
abd,0.670046922
abdomen,0.7908286929999999
abdomens,1.0
abdominal structures,1.0
abdomen acute,0.5194
acute abdomen,0.49764232700000005
acute abdominal syndrome,0.5194
surgical abdomen,0.5194
abdominal cramp,0.5994
abdominal cramping,0.599413361
abdominal cramps,0.66304224
cramps abdominal,0.5994
crampy abdominal pain,0.5994
abdomen distended,0.68485
abdomen distention,0.6172
abdomen swelled,0.6172
abdomen swelling,0.6172
abdomen swollen,0.6172
abdominal distension,0.615388323
abdominal distention,0.550285371
abdominal swelling,0.655282172
abdominal swellings,0.6172
distended abdomen,0.474528391
swelling abdomen,0.6172
swelling abdominal,0.6172
swelling of abdomen,0.6172
swollen abdomen,0.623062129
abdomen injuries,0.3786
abdomen injury,0.3786
abdominal injuries,0.6052807570000001
abdominal injury,0.523071136
injury abdomen,0.3786
abdomen lump,0.5563
abdomen lumps,0.5563
abdomen mass,0.5563
abdomen masses,0.5563
abdominal lump,0.60113902
abdominal lumps,0.5563
abdominal mass,0.628283762
abdominal masses,0.5563
abdominal swelling,0.6349821720000001
abdominal swellings,0.5563
lump abdomen,0.71185
lump abdominal,0.5563
mass abdomen,0.5563
mass abdominal,0.5563
mass in abdomen,0.3932
abdomen tumors,0.4431
abdomen tumours,0.4431
abdominal neoplasm,0.4431
abdominal tumor,0.474940979
abdominal tumors,0.4431
abdominal tumours,0.4431
abdominals tumors,0.4431
tumor abdomen,0.4431
tumor abdominal,0.4431
tumor of abdomen,0.4431
abd pain,0.6308
abd pain,0.6308
abdo pain,0.6308
abdomen pain,0.699060983
abdomen pains,0.6308
abdominal pain,0.750052405
abdominal pains,0.730078608
abdominals pain,0.6308
gut pain,0.6308
pain abd,0.6308
pain abdomen,0.59665497
pain abdominal,0.627528858
abdomen muscle,0.5187
abdomen muscles,0.5187
abdominal muscle,0.58630182
abdominal muscle wall,0.5187
abdominal muscles,0.5178012129999999
abdominal wall muscle,0.5187
muscle abdomen,0.5187
muscles abdomen,0.5187
abetalipoproteinemia,0.13109438
abnormal development,0.58527732
abnormalities congenital,0.5679
abnormalities developmental,0.501945434
abnormality congenital,0.508983624
anomalies congenital,0.406774079
anomalies fetal,0.43683508299999996
anomaly congenital,0.406774079
birth defect,0.702533665
birth defects,0.72918911
birthing defects,0.702533665
births defects,0.702533665
congenital abnormalities,0.50566442
congenital abnormality,0.624109613
congenital anomalies,0.43571749600000004
congenital anomaly,0.43571749600000004
congenital defect,0.515853675
congenital defects,0.515853675
congenital deformity,0.42062670399999996
congenital malformation,0.505981852
congenital malformations,0.419572778
congenitals malformations,0.419572778
defects congenital,0.497669543
defects developmental,0.514733589
development abnormal,0.580340735
developmental defect,0.5016685670000001
dysgenesi,0.34056065700000004
dysgenesis,0.397907105
dysgenesys,0.34056065700000004
dysmorphism,0.44398644200000004
dysmorphisms,0.359079663
fetal anomaly,0.44501660200000004
fetal malformation,0.42972926899999997
foetal malformation,0.410307697
malformation congenital,0.401176925
malformation fetal,0.424120205
malformations congenital,0.401176925
abo blood group,0.59165
abo blood groups,0.3567
abo group,0.3567
abo grouping,0.3567
abo groups,0.3567
abo system,0.3567
blood group abo,0.3567
h blood group,0.3567
abortifacient,0.4944
abortifacients,0.6313
abortion spontaneous,0.6387
abortions spontaneous,0.6387
miscarriage,0.6806671329999999
miscarriage of pregnancy,0.6387
miscarriage pregnancy,0.6387
miscarriages,0.5710006999999999
miscarriages pregnancy,0.6387
pregnancy miscarriage,0.6387
spontaneous abortion,0.6637222979999999
spontaneous abortions,0.6387
abortion law,0.66165
abortion laws,0.6242
law abortion,0.6242
abortion rate,0.70225
abortion rates,0.6364
abortions rates,0.6364
abortion habitual,0.3917
abortion recurrent,0.3917
habitual aborter,0.3917
habitual abortion,0.3917
habitual abortions,0.3917
miscarriage recurrent,0.3917
recurrent abortion,0.3917
recurrent abortions,0.3917
recurrent miscarriage,0.372564103
recurrent miscarriages,0.3917
abortion,0.936999789
abortions,0.9554996840000001
pregnancy termination,0.807853831
pregnancy terminations,1.0
termination of pregnancy,0.94635
termination pregnancy,0.807303412
medical abortion,0.79299499
abortion miss,0.647
abortion missed,0.647
miss abortion,0.647
missed abortion,0.599300475
missed abortions,0.647
missed miscarriage,0.647
threatened abortion,0.5295448660000001
abortus,0.120659106
ablatio placentae,0.491
abruptio placenta,0.39601163
abruptio placentae,0.468441086
abruption placental,0.491
accidental haemorrhage,0.491
accidental hemorrhage,0.491
placenta abruptio,0.39663089700000004
placentae abruptio,0.491
placental abruption,0.353404735
placental separation,0.491
premature separation of placenta,0.491
abcess,0.468517009
abcessed,0.40092551299999996
abcesses,0.40092551299999996
abscess,0.525222505
abscess nos,0.5153
abscessed,0.513733757
abscesses,0.513733757
absenteeism,0.652919596
absorption,0.617235549
absorption process,0.3798
abstracting,0.75795
acacia,0.24273047399999997
locust tree,0.4262
academic center medical,0.5595
hospital teaching,0.5595
teaching hospital,0.7018
university medical center,0.5595
academi,0.5802
academies,0.5802
academy,0.657412867
acanthameba,0.0
acanthamoeba,0.044840011
acanthoamoeba,0.0
acantholysis,0.19955
acanthosis nigrican,0.4073
acanthosis nigricans,0.323121395
acceleration,0.59052906
accelerations,0.4704
acceptors,0.0
accessory nerve,0.5331361579999999
cranial nerve xi,0.1505
spinal accessory nerve,0.1505
spinal accessory nerves,0.1505
fire accident,1.0
fires,0.890005831
accident prevention,0.7612529159999999
accidents prevention,0.7483
prevention accident,0.7483
accidental falls,0.7726
accident,0.92755547
accidents,0.9183703129999999
cut,0.957117435
cut wound,1.0
cuts,0.935676153
incised wound,1.0
accident automobile,0.5318
accident motor vehicle,0.5318
accident traffic,0.5318
accidents motor vehicle,0.5318
automobile accident,0.7285
automobile accidents,0.5318
collision motor vehicle,0.5318
collisions motor vehicle,0.5318
motor vehicle accident,0.553070075
motor vehicle accidents,0.5675551120000001
motor vehicle collision,0.5318
mva,0.390958222
mvas,0.5318
traffic accident,0.62218858
traffic accidents,0.7001590529999999
acclimation,0.6893
acclimatization,0.6258
adaptation,0.652444102
adaptations,0.6671161529999999
accommodation,0.610074774
accommodation eye,0.5107
accommodations,0.5107
accommodations eye,0.5107
eye accommodation,0.5107
ocular accommodation,0.5107
visual accommodation,0.5107
accountant,0.6093
accounting,0.785751346
accreditation,0.6792179709999999
acculturation,0.80465
acebutolol,0.233402865
acetobutolol,0.2254
acenocoumarol,0.103849458
nicoumalone,0.1885
acepromazine,0.126772898
acetopromazine,0.2396
acetabulum,0.48768969799999995
acetabulum anatomy,0.5409
acetaldehyde,0.10040617
ethanal,0.0743
acetal,0.3851
acetaminophen,0.58114507
acetaminophens,0.3724
acetominophen,0.416105925
paracetamol,0.274437135
acetanilide,0.0
acetate,0.5838042410000001
acetate,0.5838042410000001
acetates,0.2577
acetazolamide,0.212642165
acetazolamides,0.1954
acetic acid,0.48605766
acetic acid ear,0.37
ethanoic acid,0.37
glacial acetic acid,0.37
acetic acid,0.48605766
acetic acids,0.37
acetone,0.463278171
acetones,0.4036
acetylation,0.21899999999999997
acetylcholine,0.49474548399999996
acetylcholine esterase,0.8089
acetylcholinesterase,0.34936423
acetylcholinesterases,0.8089
erythrocyte cholinesterase,0.8089
acetylcholinesterase inhibitors,0.9705
acetyl cysteine,0.2313
acetyl cysteine l n,0.2313
acetylcysteine,0.18743130100000002
acetylcysteine n,0.2313
l cysteine n acetyl,0.2313
mercapturic acid,0.2313
n acetyl l cysteine,0.2313
n acetylcysteine,0.2313
n acetyl l cysteine,0.2313
n acetylcysteine,0.106943162
achievement,0.7302231220000001
achievements,0.5562
achille,0.5813
achille tendon,0.5813
achilles,0.519196085
achilles structures tendon,0.5813
achilles tendon,0.444898079
achilles tendons,0.5813
calcaneal tendon,0.5813
calcaneal tendons,0.5813
calcaneus tendo,0.5813
tendo calcaneus,0.5813
tendon achilles,0.5813
tendons achilles,0.5813
achlorhydria,0.140016915
achylia gastrica,0.2262
gastric achlorhydria,0.2262
achondroplasia,0.362883293
achondroplastic dwarf,0.4228
achondroplastic dwarfism,0.392015478
chondrodystrophia,0.4228
acid phosphatase,0.567251525
acid rain,0.799985504
acid balance base,0.5426
acid balance based,0.5426
acid balance bases,0.5426
acid base balance,0.599358729
acid base balances,0.5426
acid base equilibrium,0.5426
acid based balance,0.5426
acid based equilibrium,0.5426
acid base balance,0.5546189229999999
acid base equilibrium,0.5426
equilibrium acid base,0.5426
acidose,0.4713
acidoses,0.4713
acidosi,0.4713
acidosis,0.333837672
acidosis lactic,0.4412
lactacidosis,0.4412
lactic acidosis,0.32110852100000004
acidosis renal tubules,0.3792
acidosis tubular renal,0.3792
renal tubular acidosis,0.362183084
renal tubule acidosis,0.3792
rta,0.396719337
tubular renal acidosis,0.3792
acidosis respiratory,0.512
hypercapnic acidosis,0.512
respiratory acidosis,0.48609954299999997
acid,0.950463906
acid substances,0.7589867640000001
acids,0.9336426040000001
acinetobacter,0.103152779
acne,0.640121037
acne vulgaries,0.6007
acne vulgaris,0.49370677
vulgaris acne,0.6007
zits,0.376853481
acoustic nerve,0.50225
auditory nerve,0.488657959
cochlear vestibular nerve,0.4738
cranial nerve viii,0.4738
eighth cranial nerve,0.4738
vestibulocochlear nerve,0.4738
acoustic,0.476438295
acoustics,0.2644
obturation,0.1515
acquired immunodeficiency syndrome,0.6974128740000001
acquired immunodeficiency syndrome,0.5756
aids,0.8252
aids disorders,0.5756
and aids,0.5756
autoimmune deficiency syndrome,0.5228025820000001
sida,0.484021374
acridine,0.195
acridines,0.0975
acrocephalosyndactylia,0.2857
acrocephalosyndactyly,0.2857
apert syndrome,0.501500983
apert s syndrome,0.37532291700000003
aperts syndrome,0.2857
aperts syndromes,0.2857
acrodermatitis,0.130387071
acrodynia,0.09775
disease pinks,0.1955
feer disease,0.1955
feer s disease,0.1955
pink disease,0.1053
polyneuropathy erythredema,0.1955
swift disease,0.1955
swift s disease,0.1955
swifts disease,0.1955
acromegali,0.4054
acromegalia,0.2027
acromegaly,0.304022941
marie disease,0.4054
acromioclavicular joint,0.5031731110000001
acromioclavicular joints,0.5445
joint acromioclavicular,0.5445
acromion,0.38356677200000006
acrosome,0.0
acrylamides,0.6629999999999999
acrylates,0.0
acrylonitrile,0.0
actinomyce,0.0949
actinomyces,0.103474291
actinomyces sp,0.0949
actinomyces infection,0.1661
actinomycoses,0.1661
actinomycosis,0.270879274
actinomycotic infection,0.1661
spectinomycin,0.082543162
actin,0.328789625
actins,0.4895
action potential,0.52848258
action potentials,0.69885
activate carbon,0.4057
activate charcoal,0.4057
activated carbon,0.4057
activated charcoal,0.487942033
active carbon,0.4057
charcoal activated,0.4057
abilities functional,0.5438
activities adl daily living,0.5438
activities daily living,0.581661161
activities of daily living,0.73615
activities of daily living,0.5438
activity daily living,0.5438
activity of daily living,0.5438
adl,0.530485185
adls,0.5438
daily living activities,0.5438
functional ability,0.5438
acupoint,0.6252
acupoints,0.3126
acupuncture point,0.6252
acupuncture points,0.6252
points acupuncture,0.6252
acute disorders pancreatitis,0.4784
acute pancreatitis,0.552266502
pancreatitis acute,0.4784
acute pharyngitis,0.463733309
acute phase protein,0.0
acute phase proteins,0.0
acute phase reactant,0.0
acute phase reactants,0.0
acute thyroiditis,0.2601
thyroiditis acute,0.2601
acute tonsillitis,0.5357
infective tonsillitis,0.6512
acute atrophy yellow,0.47
acute hepatic necrosis,0.47
acute necrosis of liver,0.47
acute yellow atrophy,0.55455
massive hepatic necrosis,0.47
aciclovir,0.307363239
acyclovir,0.38453535299999997
acp,0.280098269
acyl carrier protein,0.4399
acyl coa,0.283288776
acyl coenzyme,0.4005
fatty acyl coa,0.4005
long chain acyl coa,0.4005
acylation,0.2074
adam attack stokes,0.0
adam stokes syndrome,0.0
adams attack stoke,0.0
adams stoke syndrome,0.0
adams stokes attack,0.0
adams stokes syndrome,0.0
adams stokes syndrome,0.0
morgagni s disease,0.0
